position,item,sum_rank,avg_rank
7715,682,42040,8408.0000
7716,4100,42042,8408.4000
7717,3248,42045,8409.0000
7718,123,42046,8409.2000
7719,3817,42046,8409.2000
7720,697,42047,8409.4000
7721,6897,42048,8409.6000
7722,6997,42049,8409.8000
7723,5654,42051,8410.2000
7724,3564,42054,8410.8000
7725,8263,42055,8411.0000
7726,3601,42058,8411.6000
7727,3031,42060,8412.0000
7728,9183,42061,8412.2000
7729,7197,42069,8413.8000
7730,7872,42069,8413.8000
7731,73,42071,8414.2000
7732,4770,42072,8414.4000
7733,8930,42074,8414.8000
7734,8734,42075,8415.0000
7735,520,42080,8416.0000
7736,7556,42080,8416.0000
7737,7681,42083,8416.6000
7738,71,42085,8417.0000
7739,4802,42087,8417.4000
7740,4145,42091,8418.2000
7741,4405,42096,8419.2000
7742,5036,42098,8419.6000
7743,7670,42098,8419.6000
7744,3306,42099,8419.8000
7745,370,42104,8420.8000
7746,5294,42106,8421.2000
7747,315,42109,8421.8000
7748,9321,42109,8421.8000
7749,1,42113,8422.6000
7750,4604,42114,8422.8000
7751,1000,42116,8423.2000
7752,4458,42120,8424.0000
7753,6672,42120,8424.0000
7754,9493,42122,8424.4000
7755,7732,42130,8426.0000
7756,6501,42131,8426.2000
7757,9901,42131,8426.2000
7758,7469,42132,8426.4000
7759,1190,42133,8426.6000
7760,5219,42133,8426.6000
7761,7148,42138,8427.6000
7762,8350,42139,8427.8000
7763,5272,42141,8428.2000
7764,383,42142,8428.4000
7765,2921,42147,8429.4000
7766,1211,42148,8429.6000
7767,1795,42151,8430.2000
7768,34,42154,8430.8000
7769,4932,42155,8431.0000
7770,6306,42155,8431.0000
7771,6735,42155,8431.0000
7772,2292,42158,8431.6000
7773,7984,42159,8431.8000
7774,3046,42161,8432.2000
7775,5444,42161,8432.2000
7776,9263,42162,8432.4000
7777,4222,42163,8432.6000
7778,4531,42173,8434.6000
7779,15,42174,8434.8000
7780,9738,42174,8434.8000
7781,5838,42175,8435.0000
7782,361,42178,8435.6000
7783,1870,42180,8436.0000
7784,7988,42183,8436.6000
7785,7217,42184,8436.8000
7786,9481,42184,8436.8000
7787,9158,42189,8437.8000
7788,8797,42190,8438.0000
7789,7925,42194,8438.8000
7790,6934,42197,8439.4000
7791,805,42198,8439.6000
7792,2489,42200,8440.0000
7793,7218,42201,8440.2000
7794,5156,42205,8441.0000
7795,3464,42208,8441.6000
7796,9034,42212,8442.4000
7797,1272,42213,8442.6000
7798,2287,42214,8442.8000
7799,7203,42217,8443.4000
7800,185,42220,8444.0000
7801,9365,42220,8444.0000
7802,2288,42224,8444.8000
7803,3430,42224,8444.8000
7804,2082,42225,8445.0000
7805,2259,42231,8446.2000
7806,5958,42232,8446.4000
7807,7549,42232,8446.4000
7808,4866,42234,8446.8000
7809,7522,42235,8447.0000
7810,6194,42236,8447.2000
7811,9464,42238,8447.6000
7812,150,42240,8448.0000
7813,4900,42242,8448.4000
7814,8175,42243,8448.6000
7815,2382,42246,8449.2000
7816,1304,42248,8449.6000
7817,6805,42248,8449.6000
7818,4490,42253,8450.6000
7819,8832,42264,8452.8000
7820,5053,42265,8453.0000
7821,5662,42267,8453.4000
7822,9271,42268,8453.6000
7823,8082,42269,8453.8000
7824,2054,42271,8454.2000
7825,4445,42280,8456.0000
7826,8856,42280,8456.0000
7827,1669,42288,8457.6000
7828,1337,42289,8457.8000
7829,1354,42291,8458.2000
7830,6339,42292,8458.4000
7831,6762,42292,8458.4000
7832,3920,42296,8459.2000
7833,7421,42297,8459.4000
7834,1362,42299,8459.8000
7835,6057,42299,8459.8000
7836,360,42305,8461.0000
7837,9026,42306,8461.2000
7838,5641,42308,8461.6000
7839,5940,42308,8461.6000
7840,5046,42309,8461.8000
7841,649,42311,8462.2000
7842,4144,42315,8463.0000
7843,4598,42318,8463.6000
7844,9997,42318,8463.6000
7845,1780,42320,8464.0000
7846,4249,42324,8464.8000
7847,4730,42324,8464.8000
7848,9103,42328,8465.6000
7849,5843,42333,8466.6000
7850,4973,42336,8467.2000
7851,3142,42339,8467.8000
7852,9449,42342,8468.4000
7853,637,42343,8468.6000
7854,2667,42344,8468.8000
7855,3230,42347,8469.4000
7856,6797,42349,8469.8000
7857,5296,42351,8470.2000
7858,7386,42359,8471.8000
7859,7178,42361,8472.2000
7860,9795,42364,8472.8000
7861,3831,42367,8473.4000
7862,2833,42368,8473.6000
7863,5496,42372,8474.4000
7864,8840,42373,8474.6000
7865,4461,42374,8474.8000
7866,4264,42375,8475.0000
7867,7614,42375,8475.0000
7868,4255,42379,8475.8000
7869,3996,42383,8476.6000
7870,8945,42383,8476.6000
7871,4913,42387,8477.4000
7872,6511,42388,8477.6000
7873,1203,42392,8478.4000
7874,5185,42392,8478.4000
7875,4198,42396,8479.2000
7876,5027,42396,8479.2000
7877,5907,42402,8480.4000
7878,2390,42404,8480.8000
7879,3607,42404,8480.8000
7880,4367,42405,8481.0000
7881,625,42407,8481.4000
7882,7609,42409,8481.8000
7883,817,42409,8481.8000
7884,9660,42410,8482.0000
7885,5460,42411,8482.2000
7886,6441,42411,8482.2000
7887,7966,42411,8482.2000
7888,552,42417,8483.4000
7889,5537,42417,8483.4000
7890,6275,42418,8483.6000
7891,5524,42420,8484.0000
7892,6817,42426,8485.2000
7893,8115,42430,8486.0000
7894,2670,42431,8486.2000
7895,9575,42434,8486.8000
7896,3977,42436,8487.2000
7897,4408,42438,8487.6000
7898,9944,42439,8487.8000
7899,7821,42440,8488.0000
7900,1178,42441,8488.2000
7901,6223,42447,8489.4000
7902,2736,42450,8490.0000
7903,443,42450,8490.0000
7904,917,42450,8490.0000
7905,9497,42452,8490.4000
7906,5924,42457,8491.4000
7907,482,42462,8492.4000
7908,9570,42462,8492.4000
7909,2013,42471,8494.2000
7910,7262,42471,8494.2000
7911,8477,42473,8494.6000
7912,4440,42477,8495.4000
7913,6099,42477,8495.4000
7914,3611,42480,8496.0000
7915,1649,42481,8496.2000
7916,1022,42482,8496.4000
7917,9860,42484,8496.8000
7918,6389,42487,8497.4000
7919,3636,42489,8497.8000
7920,7047,42490,8498.0000
7921,4251,42494,8498.8000
7922,5906,42496,8499.2000
7923,1737,42500,8500.0000
7924,6359,42503,8500.6000
7925,2830,42504,8500.8000
7926,5005,42504,8500.8000
7927,6683,42505,8501.0000
7928,1062,42508,8501.6000
7929,7239,42510,8502.0000
7930,9854,42510,8502.0000
7931,1592,42511,8502.2000
7932,6513,42515,8503.0000
7933,7139,42516,8503.2000
7934,2024,42517,8503.4000
7935,3926,42517,8503.4000
7936,4560,42518,8503.6000
7937,3033,42519,8503.8000
7938,2717,42522,8504.4000
7939,452,42523,8504.6000
7940,5749,42523,8504.6000
7941,187,42529,8505.8000
7942,3281,42529,8505.8000
7943,3410,42529,8505.8000
7944,748,42529,8505.8000
7945,3800,42530,8506.0000
7946,1008,42531,8506.2000
7947,1487,42531,8506.2000
7948,7083,42540,8508.0000
7949,6140,42545,8509.0000
7950,7640,42545,8509.0000
7951,9065,42545,8509.0000
7952,8124,42549,8509.8000
7953,9900,42550,8510.0000
7954,8154,42551,8510.2000
7955,8428,42551,8510.2000
7956,5880,42554,8510.8000
7957,175,42555,8511.0000
7958,4981,42555,8511.0000
7959,1832,42558,8511.6000
7960,6509,42559,8511.8000
7961,2908,42562,8512.4000
7962,323,42562,8512.4000
7963,8086,42562,8512.4000
7964,5865,42563,8512.6000
7965,68,42564,8512.8000
7966,5223,42567,8513.4000
7967,6283,42567,8513.4000
7968,2550,42568,8513.6000
7969,4647,42571,8514.2000
7970,3238,42572,8514.4000
7971,1915,42575,8515.0000
7972,3205,42579,8515.8000
7973,3176,42583,8516.6000
7974,4983,42584,8516.8000
7975,5079,42589,8517.8000
7976,756,42596,8519.2000
7977,4886,42599,8519.8000
7978,7589,42601,8520.2000
7979,9931,42601,8520.2000
7980,2947,42602,8520.4000
7981,865,42602,8520.4000
7982,5874,42603,8520.6000
7983,65,42603,8520.6000
7984,3529,42607,8521.4000
7985,5290,42609,8521.8000
7986,6808,42610,8522.0000
7987,9113,42612,8522.4000
7988,4724,42617,8523.4000
7989,4469,42623,8524.6000
7990,1078,42628,8525.6000
7991,9398,42629,8525.8000
7992,4612,42630,8526.0000
7993,9254,42639,8527.8000
7994,1609,42642,8528.4000
7995,5705,42643,8528.6000
7996,6161,42644,8528.8000
7997,5892,42648,8529.6000
7998,6168,42651,8530.2000
7999,6343,42651,8530.2000
8000,6117,42652,8530.4000
8001,6129,42653,8530.6000
8002,4060,42654,8530.8000
8003,8787,42657,8531.4000
8004,1448,42658,8531.6000
8005,1562,42662,8532.4000
8006,4216,42663,8532.6000
8007,6848,42664,8532.8000
8008,3173,42669,8533.8000
8009,3772,42674,8534.8000
8010,7204,42678,8535.6000
8011,9043,42679,8535.8000
8012,5164,42680,8536.0000
8013,222,42688,8537.6000
8014,9409,42688,8537.6000
8015,7515,42689,8537.8000
8016,198,42691,8538.2000
8017,634,42691,8538.2000
8018,4861,42693,8538.6000
8019,4482,42694,8538.8000
8020,8351,42695,8539.0000
8021,6632,42696,8539.2000
8022,1720,42700,8540.0000
8023,8431,42700,8540.0000
8024,1543,42715,8543.0000
8025,9079,42717,8543.4000
8026,9010,42719,8543.8000
8027,5284,42722,8544.4000
8028,5587,42722,8544.4000
8029,3908,42723,8544.6000
8030,7233,42724,8544.8000
8031,852,42724,8544.8000
8032,9830,42724,8544.8000
8033,2001,42726,8545.2000
8034,2021,42726,8545.2000
8035,8538,42728,8545.6000
8036,1776,42729,8545.8000
8037,3638,42730,8546.0000
8038,1054,42732,8546.4000
8039,5483,42742,8548.4000
8040,3091,42743,8548.6000
8041,2420,42744,8548.8000
8042,8595,42744,8548.8000
8043,2926,42746,8549.2000
8044,7255,42746,8549.2000
8045,2608,42748,8549.6000
8046,6919,42750,8550.0000
8047,7490,42752,8550.4000
8048,792,42753,8550.6000
8049,6123,42755,8551.0000
8050,7627,42756,8551.2000
8051,2889,42763,8552.6000
8052,2042,42769,8553.8000
8053,9123,42772,8554.4000
8054,5058,42774,8554.8000
8055,6234,42775,8555.0000
8056,4502,42776,8555.2000
8057,6043,42777,8555.4000
8058,847,42777,8555.4000
8059,2856,42778,8555.6000
8060,1011,42779,8555.8000
8061,1885,42779,8555.8000
8062,7881,42780,8556.0000
8063,1138,42787,8557.4000
8064,9695,42788,8557.6000
8065,6938,42791,8558.2000
8066,7408,42796,8559.2000
8067,2476,42801,8560.2000
8068,3347,42804,8560.8000
8069,1587,42806,8561.2000
8070,4827,42808,8561.6000
8071,685,42808,8561.6000
8072,6844,42812,8562.4000
8073,6867,42816,8563.2000
8074,9856,42818,8563.6000
8075,1834,42820,8564.0000
8076,491,42820,8564.0000
8077,4882,42829,8565.8000
8078,3141,42832,8566.4000
8079,9580,42834,8566.8000
8080,5136,42836,8567.2000
8081,6757,42836,8567.2000
8082,7976,42836,8567.2000
8083,33,42837,8567.4000
8084,8411,42840,8568.0000
8085,1650,42843,8568.6000
8086,3477,42845,8569.0000
8087,1749,42846,8569.2000
8088,5476,42847,8569.4000
8089,6357,42847,8569.4000
8090,2590,42850,8570.0000
8091,7264,42850,8570.0000
8092,8702,42851,8570.2000
8093,3404,42852,8570.4000
8094,8435,42860,8572.0000
8095,5493,42861,8572.2000
8096,7499,42861,8572.2000
8097,6076,42864,8572.8000
8098,6399,42870,8574.0000
8099,4656,42873,8574.6000
8100,9884,42873,8574.6000
8101,6803,42874,8574.8000
8102,2492,42877,8575.4000
8103,3458,42878,8575.6000
8104,9831,42879,8575.8000
8105,1644,42880,8576.0000
8106,2304,42880,8576.0000
8107,2625,42886,8577.2000
8108,8981,42888,8577.6000
8109,5961,42889,8577.8000
8110,6508,42892,8578.4000
8111,8652,42903,8580.6000
8112,385,42909,8581.8000
8113,5,42915,8583.0000
8114,4995,42916,8583.2000
8115,1511,42918,8583.6000
8116,9371,42918,8583.6000
8117,3392,42922,8584.4000
8118,8087,42922,8584.4000
8119,8253,42925,8585.0000
8120,8485,42927,8585.4000
8121,2336,42928,8585.6000
8122,8344,42934,8586.8000
8123,3054,42936,8587.2000
8124,7733,42940,8588.0000
8125,5543,42942,8588.4000
8126,7996,42945,8589.0000
8127,6588,42949,8589.8000
8128,2707,42952,8590.4000
8129,4167,42953,8590.6000
8130,2036,42954,8590.8000
8131,6685,42955,8591.0000
8132,2432,42956,8591.2000
8133,4338,42956,8591.2000
8134,6695,42960,8592.0000
8135,2697,42964,8592.8000
8136,5626,42967,8593.4000
8137,8412,42969,8593.8000
8138,4042,42970,8594.0000
8139,4116,42970,8594.0000
8140,2794,42973,8594.6000
8141,5666,42977,8595.4000
8142,3337,42979,8595.8000
8143,4437,42982,8596.4000
8144,6271,42982,8596.4000
8145,5170,42983,8596.6000
8146,3593,42987,8597.4000
8147,2305,42991,8598.2000
8148,9867,42992,8598.4000
8149,7320,42993,8598.6000
8150,4374,42994,8598.8000
8151,402,42995,8599.0000
8152,3427,42996,8599.2000
8153,5845,42998,8599.6000
8154,9960,42998,8599.6000
8155,4786,43008,8601.6000
8156,6355,43008,8601.6000
8157,2637,43009,8601.8000
8158,2958,43013,8602.6000
8159,867,43016,8603.2000
8160,6952,43021,8604.2000
8161,9495,43021,8604.2000
8162,9521,43024,8604.8000
8163,3279,43025,8605.0000
8164,5263,43026,8605.2000
8165,5713,43027,8605.4000
8166,8647,43039,8607.8000
8167,2427,43040,8608.0000
8168,1442,43043,8608.6000
8169,3486,43048,8609.6000
8170,477,43050,8610.0000
8171,8823,43057,8611.4000
8172,420,43068,8613.6000
8173,2487,43069,8613.8000
8174,4887,43070,8614.0000
8175,2453,43074,8614.8000
8176,4566,43074,8614.8000
8177,1401,43075,8615.0000
8178,7576,43077,8615.4000
8179,6706,43078,8615.6000
8180,3122,43079,8615.8000
8181,7456,43080,8616.0000
8182,3634,43082,8616.4000
8183,4729,43083,8616.6000
8184,7730,43084,8616.8000
8185,5120,43085,8617.0000
8186,4070,43089,8617.8000
8187,4640,43090,8618.0000
8188,7378,43090,8618.0000
8189,1086,43091,8618.2000
8190,891,43091,8618.2000
8191,6174,43093,8618.6000
8192,6544,43094,8618.8000
8193,2934,43099,8619.8000
8194,9039,43099,8619.8000
8195,7478,43100,8620.0000
8196,3947,43109,8621.8000
8197,5574,43110,8622.0000
8198,3707,43111,8622.2000
8199,7169,43111,8622.2000
8200,8416,43113,8622.6000
8201,209,43114,8622.8000
8202,3166,43115,8623.0000
8203,3571,43116,8623.2000
8204,8783,43118,8623.6000
8205,4994,43120,8624.0000
8206,9070,43128,8625.6000
8207,9592,43128,8625.6000
8208,2088,43129,8625.8000
8209,6660,43133,8626.6000
8210,3743,43136,8627.2000
8211,4682,43136,8627.2000
8212,3687,43141,8628.2000
8213,8083,43142,8628.4000
8214,6403,43143,8628.6000
8215,2261,43146,8629.2000
8216,866,43149,8629.8000
8217,2579,43151,8630.2000
8218,3349,43152,8630.4000
8219,9649,43154,8630.8000
8220,3480,43162,8632.4000
8221,1972,43170,8634.0000
8222,6207,43174,8634.8000
8223,6818,43175,8635.0000
8224,199,43184,8636.8000
8225,5100,43186,8637.2000
8226,6120,43188,8637.6000
8227,5999,43190,8638.0000
8228,2700,43191,8638.2000
8229,266,43195,8639.0000
8230,7107,43195,8639.0000
8231,9442,43196,8639.2000
8232,5038,43197,8639.4000
8233,115,43204,8640.8000
8234,1188,43213,8642.6000
8235,9591,43215,8643.0000
8236,2860,43223,8644.6000
8237,6481,43224,8644.8000
8238,7617,43224,8644.8000
8239,9307,43228,8645.6000
8240,3250,43229,8645.8000
8241,836,43232,8646.4000
8242,4079,43233,8646.6000
8243,1352,43237,8647.4000
8244,2010,43243,8648.6000
8245,3412,43243,8648.6000
8246,2388,43246,8649.2000
8247,4593,43246,8649.2000
8248,4471,43252,8650.4000
8249,8576,43252,8650.4000
8250,4281,43254,8650.8000
8251,4916,43254,8650.8000
8252,3058,43258,8651.6000
8253,5977,43261,8652.2000
8254,2087,43262,8652.4000
8255,4817,43264,8652.8000
8256,2240,43265,8653.0000
8257,9787,43268,8653.6000
8258,9847,43272,8654.4000
8259,1324,43283,8656.6000
8260,7633,43284,8656.8000
8261,6278,43286,8657.2000
8262,5777,43288,8657.6000
8263,2255,43296,8659.2000
8264,8400,43298,8659.6000
8265,348,43307,8661.4000
8266,9210,43308,8661.6000
8267,1830,43311,8662.2000
8268,3922,43313,8662.6000
8269,5746,43313,8662.6000
8270,7951,43314,8662.8000
8271,3941,43320,8664.0000
8272,9484,43321,8664.2000
8273,7180,43322,8664.4000
8274,8246,43324,8664.8000
8275,4017,43328,8665.6000
8276,2664,43329,8665.8000
8277,4136,43333,8666.6000
8278,9780,43333,8666.6000
8279,2775,43343,8668.6000
8280,5789,43347,8669.4000
8281,9282,43347,8669.4000
8282,4433,43350,8670.0000
8283,5527,43353,8670.6000
8284,4373,43355,8671.0000
8285,4718,43358,8671.6000
8286,486,43358,8671.6000
8287,5074,43360,8672.0000
8288,1194,43361,8672.2000
8289,8969,43361,8672.2000
8290,422,43362,8672.4000
8291,3793,43368,8673.6000
8292,3194,43371,8674.2000
8293,400,43372,8674.4000
8294,9145,43373,8674.6000
8295,4738,43374,8674.8000
8296,8284,43375,8675.0000
8297,2907,43379,8675.8000
8298,723,43379,8675.8000
8299,304,43381,8676.2000
8300,7835,43382,8676.4000
8301,4464,43384,8676.8000
8302,7133,43386,8677.2000
8303,3815,43394,8678.8000
8304,7313,43394,8678.8000
8305,1557,43397,8679.4000
8306,4091,43402,8680.4000
8307,1124,43405,8681.0000
8308,32,43406,8681.2000
8309,4548,43407,8681.4000
8310,5572,43407,8681.4000
8311,5650,43407,8681.4000
8312,6801,43407,8681.4000
8313,9659,43408,8681.6000
8314,4661,43409,8681.8000
8315,5103,43410,8682.0000
8316,5564,43412,8682.4000
8317,7964,43412,8682.4000
8318,7826,43415,8683.0000
8319,1954,43416,8683.2000
8320,406,43416,8683.2000
8321,764,43419,8683.8000
8322,2749,43428,8685.6000
8323,5709,43428,8685.6000
8324,4751,43429,8685.8000
8325,8892,43431,8686.2000
8326,9776,43432,8686.4000
8327,6497,43435,8687.0000
8328,1010,43437,8687.4000
8329,6163,43440,8688.0000
8330,1968,43444,8688.8000
8331,8170,43445,8689.0000
8332,9613,43446,8689.2000
8333,7789,43451,8690.2000
8334,8674,43460,8692.0000
8335,8907,43460,8692.0000
8336,3239,43461,8692.2000
8337,2741,43465,8693.0000
8338,7510,43467,8693.4000
8339,2319,43468,8693.6000
8340,4631,43470,8694.0000
8341,7131,43470,8694.0000
8342,2568,43475,8695.0000
8343,7397,43477,8695.4000
8344,3663,43483,8696.6000
8345,6384,43486,8697.2000
8346,8132,43486,8697.2000
8347,1965,43488,8697.6000
8348,7474,43493,8698.6000
8349,1157,43496,8699.2000
8350,8759,43496,8699.2000
8351,4990,43500,8700.0000
8352,537,43500,8700.0000
8353,5859,43500,8700.0000
8354,4172,43501,8700.2000
8355,408,43507,8701.4000
8356,4928,43508,8701.6000
8357,6214,43508,8701.6000
8358,4191,43515,8703.0000
8359,2384,43516,8703.2000
8360,767,43517,8703.4000
8361,8897,43517,8703.4000
8362,9344,43520,8704.0000
8363,1535,43524,8704.8000
8364,1380,43528,8705.6000
8365,7338,43528,8705.6000
8366,2000,43539,8707.8000
8367,6256,43539,8707.8000
8368,1551,43540,8708.0000
8369,3407,43542,8708.4000
8370,8486,43544,8708.8000
8371,1996,43549,8709.8000
8372,5176,43549,8709.8000
8373,8653,43549,8709.8000
8374,943,43554,8710.8000
8375,9405,43555,8711.0000
8376,9522,43557,8711.4000
8377,9859,43573,8714.6000
8378,7688,43582,8716.4000
8379,8135,43587,8717.4000
8380,778,43592,8718.4000
8381,9735,43593,8718.6000
8382,4975,43594,8718.8000
8383,5743,43597,8719.4000
8384,800,43600,8720.0000
8385,7941,43601,8720.2000
8386,224,43602,8720.4000
8387,6772,43602,8720.4000
8388,7907,43602,8720.4000
8389,1491,43603,8720.6000
8390,850,43610,8722.0000
8391,9529,43610,8722.0000
8392,496,43612,8722.4000
8393,1794,43617,8723.4000
8394,2119,43618,8723.6000
8395,7227,43618,8723.6000
8396,9348,43618,8723.6000
8397,5686,43620,8724.0000
8398,8233,43623,8724.6000
8399,765,43625,8725.0000
8400,9543,43625,8725.0000
8401,5006,43629,8725.8000
8402,2546,43635,8727.0000
8403,8879,43638,8727.6000
8404,2183,43640,8728.0000
8405,259,43642,8728.4000
8406,9429,43642,8728.4000
8407,1219,43643,8728.6000
8408,4889,43646,8729.2000
8409,8854,43648,8729.6000
8410,293,43653,8730.6000
8411,3888,43653,8730.6000
8412,2445,43657,8731.4000
8413,7879,43658,8731.6000
8414,3167,43659,8731.8000
8415,1671,43660,8732.0000
8416,6334,43660,8732.0000
8417,326,43665,8733.0000
8418,926,43666,8733.2000
8419,7090,43667,8733.4000
8420,9109,43669,8733.8000
8421,3459,43670,8734.0000
8422,7887,43673,8734.6000
8423,2988,43674,8734.8000
8424,3506,43678,8735.6000
8425,4277,43679,8735.8000
8426,2215,43687,8737.4000
8427,8266,43691,8738.2000
8428,329,43692,8738.4000
8429,9060,43694,8738.8000
8430,797,43699,8739.8000
8431,8985,43708,8741.6000
8432,5308,43712,8742.4000
8433,4942,43717,8743.4000
8434,6865,43718,8743.6000
8435,9212,43718,8743.6000
8436,5237,43720,8744.0000
8437,5019,43725,8745.0000
8438,5831,43727,8745.4000
8439,8616,43727,8745.4000
8440,3443,43737,8747.4000
8441,7636,43737,8747.4000
8442,5542,43742,8748.4000
8443,8381,43742,8748.4000
8444,8184,43744,8748.8000
8445,3891,43745,8749.0000
8446,9802,43745,8749.0000
8447,2097,43746,8749.2000
8448,6096,43755,8751.0000
8449,1243,43756,8751.2000
8450,6519,43756,8751.2000
8451,5236,43760,8752.0000
8452,328,43763,8752.6000
8453,4427,43764,8752.8000
8454,5355,43766,8753.2000
8455,6379,43774,8754.8000
8456,574,43777,8755.4000
8457,6666,43778,8755.6000
8458,1507,43783,8756.6000
8459,1942,43784,8756.8000
8460,131,43787,8757.4000
8461,3479,43792,8758.4000
8462,6385,43794,8758.8000
8463,5487,43798,8759.6000
8464,2126,43801,8760.2000
8465,3546,43818,8763.6000
8466,751,43818,8763.6000
8467,4642,43819,8763.8000
8468,3813,43821,8764.2000
8469,1804,43823,8764.6000
8470,4247,43832,8766.4000
8471,2143,43833,8766.6000
8472,6125,43838,8767.6000
8473,9208,43839,8767.8000
8474,8517,43842,8768.4000
8475,1687,43844,8768.8000
8476,7335,43844,8768.8000
8477,6783,43845,8769.0000
8478,9588,43849,8769.8000
8479,3222,43852,8770.4000
8480,7586,43855,8771.0000
8481,9715,43857,8771.4000
8482,995,43858,8771.6000
8483,567,43859,8771.8000
8484,7007,43859,8771.8000
8485,1422,43862,8772.4000
8486,2040,43863,8772.6000
8487,5830,43864,8772.8000
8488,9346,43866,8773.2000
8489,3706,43869,8773.8000
8490,5684,43871,8774.2000
8491,9153,43872,8774.4000
8492,212,43877,8775.4000
8493,6195,43882,8776.4000
8494,5300,43885,8777.0000
8495,7803,43895,8779.0000
8496,5062,43896,8779.2000
8497,7348,43896,8779.2000
8498,3406,43898,8779.6000
8499,3713,43899,8779.8000
8500,6391,43899,8779.8000
8501,4346,43900,8780.0000
8502,2639,43901,8780.2000
8503,3567,43901,8780.2000
8504,3227,43908,8781.6000
8505,3154,43909,8781.8000
8506,8799,43909,8781.8000
8507,9801,43909,8781.8000
8508,3180,43916,8783.2000
8509,7428,43917,8783.4000
8510,3242,43918,8783.6000
8511,450,43923,8784.6000
8512,9358,43923,8784.6000
8513,4050,43926,8785.2000
8514,6350,43928,8785.6000
8515,9972,43934,8786.8000
8516,7625,43938,8787.6000
8517,5267,43940,8788.0000
8518,4389,43942,8788.4000
8519,7437,43943,8788.6000
8520,1455,43946,8789.2000
8521,7797,43946,8789.2000
8522,908,43946,8789.2000
8523,6527,43949,8789.8000
8524,2434,43956,8791.2000
8525,4057,43958,8791.6000
8526,967,43962,8792.4000
8527,8425,43966,8793.2000
8528,3788,43967,8793.4000
8529,1255,43973,8794.6000
8530,6627,43976,8795.2000
8531,9386,43980,8796.0000
8532,606,43981,8796.2000
8533,5671,43984,8796.8000
8534,3990,43988,8797.6000
8535,1224,43992,8798.4000
8536,8034,43994,8798.8000
8537,5137,43995,8799.0000
8538,6485,43996,8799.2000
8539,8265,43997,8799.4000
8540,3592,44004,8800.8000
8541,4955,44004,8800.8000
8542,7712,44005,8801.0000
8543,2019,44007,8801.4000
8544,9567,44007,8801.4000
8545,8581,44011,8802.2000
8546,2802,44013,8802.6000
8547,613,44013,8802.6000
8548,6444,44017,8803.4000
8549,7834,44020,8804.0000
8550,6931,44022,8804.4000
8551,5337,44025,8805.0000
8552,1111,44028,8805.6000
8553,4923,44032,8806.4000
8554,9963,44035,8807.0000
8555,2105,44039,8807.8000
8556,6035,44039,8807.8000
8557,1718,44043,8808.6000
8558,6335,44044,8808.8000
8559,2911,44048,8809.6000
8560,9376,44048,8809.6000
8561,7294,44050,8810.0000
8562,897,44051,8810.2000
8563,9420,44057,8811.4000
8564,1184,44060,8812.0000
8565,9186,44061,8812.2000
8566,1286,44062,8812.4000
8567,426,44064,8812.8000
8568,1571,44073,8814.6000
8569,1486,44075,8815.0000
8570,1417,44086,8817.2000
8571,4443,44086,8817.2000
8572,9935,44087,8817.4000
8573,9727,44094,8818.8000
8574,133,44097,8819.4000
8575,1678,44099,8819.8000
8576,7374,44099,8819.8000
8577,8798,44099,8819.8000
8578,7624,44112,8822.4000
8579,7301,44113,8822.6000
8580,2571,44115,8823.0000
8581,7117,44118,8823.6000
8582,9005,44118,8823.6000
8583,9833,44122,8824.4000
8584,9024,44124,8824.8000
8585,1160,44126,8825.2000
8586,345,44126,8825.2000
8587,4877,44129,8825.8000
8588,7015,44130,8826.0000
8589,8685,44131,8826.2000
8590,7185,44133,8826.6000
8591,252,44135,8827.0000
8592,3997,44141,8828.2000
8593,1911,44147,8829.4000
8594,5310,44150,8830.0000
8595,5421,44151,8830.2000
8596,4009,44152,8830.4000
8597,7914,44154,8830.8000
8598,6394,44157,8831.4000
8599,6298,44161,8832.2000
8600,4700,44169,8833.8000
8601,8144,44169,8833.8000
8602,9691,44177,8835.4000
8603,5756,44179,8835.8000
8604,2181,44181,8836.2000
8605,1117,44190,8838.0000
8606,7800,44191,8838.2000
8607,8015,44191,8838.2000
8608,900,44191,8838.2000
8609,2939,44192,8838.4000
8610,173,44195,8839.0000
8611,5836,44196,8839.2000
8612,603,44196,8839.2000
8613,465,44197,8839.4000
8614,4242,44198,8839.6000
8615,5815,44199,8839.8000
8616,152,44200,8840.0000
8617,742,44200,8840.0000
8618,2961,44202,8840.4000
8619,4982,44202,8840.4000
8620,7389,44203,8840.6000
8621,3288,44204,8840.8000
8622,3092,44207,8841.4000
8623,7014,44208,8841.6000
8624,1244,44220,8844.0000
8625,5973,44220,8844.0000
8626,2275,44222,8844.4000
8627,3455,44224,8844.8000
8628,7525,44224,8844.8000
8629,3889,44233,8846.6000
8630,8599,44235,8847.0000
8631,7372,44241,8848.2000
8632,3719,44246,8849.2000
8633,92,44249,8849.8000
8634,954,44256,8851.2000
8635,2193,44258,8851.6000
8636,9909,44260,8852.0000
8637,1294,44263,8852.6000
8638,645,44267,8853.4000
8639,4590,44269,8853.8000
8640,9392,44273,8854.6000
8641,6212,44280,8856.0000
8642,7746,44281,8856.2000
8643,956,44281,8856.2000
8644,8450,44283,8856.6000
8645,5969,44284,8856.8000
8646,2933,44291,8858.2000
8647,9224,44297,8859.4000
8648,2083,44298,8859.6000
8649,8561,44298,8859.6000
8650,1770,44299,8859.8000
8651,640,44300,8860.0000
8652,2393,44302,8860.4000
8653,8145,44307,8861.4000
